endTime,artistName,trackName,msPlayed
2023-12-21 07:06,Coone,Forgive Me,209032
2023-12-21 07:09,Enmity,HEADS WILL ROLL (HARDSTYLE),179945
2023-12-21 07:12,Da Tweekaz,I Want It All,182852
2023-12-21 07:15,Jay Reeve,Bitter Sweet Symphony (Hardstyle Mix),180002
2023-12-21 07:18,BraxX,Higher Skies,192000
2023-12-21 07:21,Essence,Set Me Free,167145
2023-12-21 07:24,Chef'Special,Speed Of Light,187832
2023-12-21 07:28,Imagine Dragons,Children of the Sky (a Starfield song),207611
2023-12-21 07:30,Marcapasos,Cosby Sweater,155639
2023-12-21 07:34,BoyWithUke,Migraine,206560
2023-12-21 07:36,Arden Jones,young dumb,122448
2023-12-21 07:53,Dylan,Liar Liar (Feat. Bastille),147146
2023-12-21 08:07,Dylan,Liar Liar (Feat. Bastille),27499
2023-12-21 08:09,BoyWithUke,Trauma,163253
2023-12-21 08:12,Naked Cameo,Trespassing By,146872
2023-12-21 08:15,BoyWithUke,Out Of Reach,164509
2023-12-21 08:20,BoyWithUke,Rockstar,193520
2023-12-21 08:23,Milky Chance,Living In A Haze,173369
2023-12-21 08:28,BoyWithUke,Toxic,168066
2023-12-21 08:31,BoyWithUke,Two Moons,224747
2023-12-21 08:32,Naked Cameo,Quick Bliss,33599
2023-12-21 12:22,Milky Chance,Fairytale,239720
2023-12-21 13:45,Milky Chance,Fairytale,16292
2023-12-21 13:48,Milky Chance,Daydreaming,199506
2023-12-21 13:51,Milky Chance,History Of Yesterday,179946
2023-12-21 13:54,Milky Chance,Don't Let Me Down,200391
2023-12-21 13:57,Milky Chance,Better Off,157653
2023-12-21 13:59,Milky Chance,Becoming - Acoustic Version,143495
2023-12-21 14:04,Milky Chance,Sadnecessary,298000
2023-12-21 14:10,Milky Chance,Stolen Dance,313684
2023-12-21 14:13,Milky Chance,Love Again,198267
2023-12-21 14:16,Milky Chance,Living In A Haze,173369
2023-12-21 14:27,Milky Chance,Unknown Song,96631
2023-12-23 11:56,Milky Chance,Unknown Song,153906
2023-12-23 12:08,Milky Chance,Cold Blue Rain,297320
2023-12-23 12:13,Milky Chance,Sweet Sun,248959
2023-12-23 12:17,The Kooks,Beautiful World,183586
2023-12-23 12:28,Milky Chance,Glass Of Wine,33533
2023-12-23 13:23,Milky Chance,Glass Of Wine,121464
2023-12-23 13:26,Milky Chance,Tainted Love,179473
2023-12-23 13:28,Milky Chance,Levitating - Acoustic,136839
2023-12-23 13:33,Milky Chance,Troubled Man,155173
2023-12-23 13:43,Milky Chance,The Game,213280
2023-12-23 13:46,Milky Chance,Stunner - Acoustic Version,172933
2023-12-23 13:49,Milky Chance,Table For Two,169573
2023-12-23 13:51,Milky Chance,It Is What It Is,150426
2023-12-23 14:06,Milky Chance,Flashed Junk Mind,262000
2023-12-23 14:09,Milky Chance,Colorado,174347
2023-12-23 14:12,Milky Chance,We Didn't Make It To The Moon,210013
2023-12-23 14:16,Milky Chance,Down By The River,241052
2023-12-23 14:20,Milky Chance,Oh Mama,213280
2023-12-23 14:22,Milky Chance,Synchronize,164576
2023-12-23 14:25,Milky Chance,Purple Tiger,163626
2023-12-23 14:28,Milky Chance,Golden,181973
2023-12-23 14:42,Milky Chance,Fado,107444
2023-12-23 15:00,Milky Chance,Fado,142985
2023-12-23 15:03,Milky Chance,La Noche De Anoche,218939
2023-12-23 15:34,Milky Chance,Feeling For You,9354
2023-12-24 12:53,Milky Chance,Feeling For You,1815
2023-12-24 12:56,Ran-D,Dance With The Devil - Kick Edit,161115
2023-12-24 12:59,Ran-D,Dance With The Devil - Kick Edit,7306
2023-12-24 12:59,Ran-D,Dance With The Devil - Kick Edit,161115
2023-12-24 13:00,Showtek,Legends,87470
2023-12-24 18:44,Showtek,Legends,18925
2023-12-24 18:49,Showtek,Legends,109757
2023-12-24 18:53,Aftershock,Give Thanks,235360
2023-12-24 18:57,Sickmode,RAVE LOVE,219188
2023-12-24 18:58,Sickmode,MAKE IT RAVE - RAVE LOVE LIVE EDIT,82500
2023-12-24 19:00,Sickmode,RAVE DAMAGE - RAVE LOVE LIVE EDIT,102000
2023-12-24 19:03,Mish,YOU AND I - RAVE LOVE LIVE EDIT,171000
2023-12-24 19:04,Mish,BURNING THE DANCEFLOOR - RAVE LOVE LIVE EDIT,106500
2023-12-24 19:07,Sickmode,ONE AND ONLY - RAVE LOVE LIVE EDIT,147000
2023-12-24 19:10,Sickmode,HATE OR LOVE IT,195000
2023-12-24 19:13,Sickmode,WE BROKE THE DROP,180000
2023-12-24 19:15,Sickmode,DRIVE ME CRAZY,129000
2023-12-24 19:18,Mish,STAY (Move Your Body),168000
2023-12-24 19:20,Sickmode,LET'S F IT UP (LAMBO 2.5),143250
2023-12-24 19:23,Mish,GIVE ME YOUR LOVE!,127406
2023-12-24 19:25,Sickmode,THE MF SICKDROP,151500
2023-12-24 19:29,Sickmode,MADE FOR YOU,255000
2023-12-24 19:32,Deluzion,Bad Boy,163500
2023-12-24 19:37,Rooler,LOVE THE WAY,290199
2023-12-24 19:39,Fraw,Future Sounds - Sparkz Remix,130785
2023-12-24 19:43,D-Sturb,Limitless,226500
2023-12-24 19:44,Rebelion,BEYOND THE BEYOND,99004
2023-12-24 19:48,Aversion,Reflected Reality - Official Shockerz 2023 Anthem,235348
2023-12-24 19:51,Rebelion,SWITCHBLADES - THE SECOND DOSE EDIT,165754
2023-12-24 19:55,Aftershock,Army of the Night,212195
2023-12-24 19:57,Rebelion,SIMU FKN LATION,109504
2023-12-24 19:59,Radical Redemption,Codebreaker,162000
2023-12-24 20:03,Act of Rage,Back In Town,196500
2023-12-24 20:06,E-Force,The Path Of Destruction,197798
2023-12-24 20:09,Dual Damage,Promises,162016
2023-12-24 20:11,Kronos,New Generation,139594
2023-12-24 20:14,Tiësto,Lay Low (Radical Redemption Remix),176258
2023-12-24 20:18,Aftershock,Source Of Fire (Hardshift Anthem 2023),246210
2023-12-24 20:21,Unresolved,Addicted,175207
2023-12-24 20:23,Ran-D,Dance With The Devil - Kick Edit,109359
2023-12-24 20:25,Vazooka,Kick & Roll,137215
2023-12-24 20:28,AC/DC,Shot In The Dark,185133
2023-12-24 20:32,Johnny Cash,Hurt,216533
2023-12-24 20:37,Phil Collins,Another Day in Paradise - 2016 Remaster,322133
2023-12-24 20:40,John Lennon,Imagine - Remastered 2010,187867
2023-12-24 20:45,TOTO,Africa,295893
2023-12-24 20:48,Kensington,War,176653
2023-12-24 20:53,Zombie Nation,Kernkraft 400,285173
2023-12-24 21:04,Supertramp,Fool's Overture,652560
2023-12-24 21:07,Tame Impala,The Less I Know The Better,216320
2023-12-24 21:13,Guns N' Roses,Patience,354880
2023-12-24 21:17,Linkin Park,In the End,216880
2023-12-24 21:23,Queen,Innuendo - Remastered 2011,393027
2023-12-24 21:29,Supertramp,School,335286
2023-12-24 21:37,Dire Straits,Telegraph Road,494766
2023-12-24 21:42,Milky Chance,Stolen Dance,313684
2023-12-24 21:50,Tiësto,Adagio For Strings,443427
2023-12-25 09:12,Smash Mouth,I'm A Believer,64382
2023-12-25 09:15,Jaques Raupé,3 Haselnüsse,148797
2023-12-25 09:17,Jaques Raupé,3 Haselnüsse,6565
2023-12-25 09:17,Jaques Raupé,3 Haselnüsse,148797
2024-01-01 14:31,Dire Straits,Telegraph Road,21130
2024-01-01 14:33,Showtek,Legends,126827
2024-01-01 14:38,Milky Chance,Stolen Dance,313684
2024-01-01 14:38,Milky Chance,Don't Let Me Down,22791
2024-01-01 14:42,Sonya Belousova,Toss A Coin To Your Witcher,6493
2024-01-01 14:42,Sonya Belousova,Toss A Coin To Your Witcher,210778
2024-01-01 14:43,Peach Pit,Drop the Guillotine,0
2024-01-01 14:43,Milky Chance,Living In A Haze,5880
2024-01-01 14:43,Sonya Belousova,Toss A Coin To Your Witcher,6330
2024-01-01 14:46,Milky Chance,Living In A Haze,173369
2024-01-01 14:49,Adam Lambert,Ghost Town,208330
2024-01-01 14:53,Milky Chance,Flashed Junk Mind,262000
2024-01-01 14:56,Harry Styles,Watermelon Sugar,174000
2024-01-01 14:59,Milky Chance,Synchronize,164576
2024-01-01 15:03,Milky Chance,Stolen Dance,8992
2024-01-01 15:03,Greta Van Fleet,Black Smoke Rising,259893
2024-01-01 15:08,Muse,The Void,284853
2024-01-01 15:12,Milky Chance,Down By The River,241052
2024-01-01 15:16,Duncan Laurence,Arcade,217976
2024-01-01 15:19,Milky Chance,Stunner,194430
2024-01-01 15:23,Tame Impala,Borderline,237800
2024-01-01 15:30,Peach Pit,Drop the Guillotine,217039
2024-01-01 15:34,Showtek,Legends,216151
2024-01-01 15:38,Aftershock,Give Thanks,235360
2024-01-01 15:41,Sickmode,RAVE LOVE,219187
2024-01-01 15:43,Sickmode,RAVE DAMAGE - RAVE LOVE LIVE EDIT,34960
2024-01-01 15:43,Sickmode,RAVE DAMAGE - RAVE LOVE LIVE EDIT,537
2024-01-01 15:43,Sickmode,MAKE IT RAVE - RAVE LOVE LIVE EDIT,82500
2024-01-01 16:33,Da Tweekaz,Tequila - 15 Years Mix,128685
2024-01-01 16:35,Cryex,APEX - The Brotherhood,110256
2024-01-01 16:35,Emmit Fenn,Control - Łaszewo Remix,8851
2024-01-01 16:35,DEEZL,AEON - HOUSE REMIX,6495
2024-01-01 16:35,Mononote,"""Eternity""",0
2024-01-01 16:36,Alfons,Ali Ali - Alfons Sexy Remix,66976
2024-01-01 16:39,Lost Frequencies,Head Down,173888
2024-01-01 16:42,Technikore,Going Under - Mixed Cut,208018
2024-01-01 17:25,Solveno,Speechless - Extended,190825
2024-01-01 20:21,Solveno,Speechless - Extended,13401
2024-01-01 20:22,Mutilator,To The Ground - Live Edit,103295
2024-01-01 20:36,BLVCK CROWZ,Take The Roof Off,187902
2024-01-03 10:25,BLVCK CROWZ,Take The Roof Off,11034
2024-01-03 10:27,Hyperverb,When I Saw You Again,176000
2024-01-03 10:30,ATB,Run,167500
2024-01-03 10:33,Mike Candys,La Serenissima - Techno Mix,144790
2024-01-03 10:35,HYPERAVE,HALF A MAN - HYPERTECHNO,111033
2024-01-03 10:37,HCTM,ELESD,116580
2024-01-03 10:40,DRS,FCKN W MY GANG ?! - Official FCKNYE Anthem,146143
2024-01-03 10:43,DJ Smellhodet,When Our Worlds Collide,198193
2024-01-03 10:44,POSEIDON,NEVER LOSE ME - HARDSTYLE,83200
2024-01-03 10:48,Jax Jones,Won't Forget You - Donk All Stars Mix,216267
2024-01-03 10:50,Bgnzinho,Beat Cosmic Phonk,142411
2024-01-03 10:52,Nora Van Elken,Runaway (Hypertechno Edit),129600
2024-01-03 10:55,Hyper Bear,Rewrite The Stars - Techno Version,146273
2024-01-03 10:58,Barry Fest,Snacks met jou - Anguz Remix,201375
2024-01-03 10:59,Juice WRLD,Lace It (with Eminem & benny blanco),22063
2024-01-03 11:00,ZachraF,Magic Afternoon,92587
2024-01-03 11:03,Alan Walker,"Better Off (Alone, Pt. III) - Timmy Trumpet Remix",162979
2024-01-03 11:06,GPF,All I Want For Christmas (Is Fark),172320
2024-01-03 11:07,Cardination,Want You,68482
2024-01-03 11:08,zackLL,wild gem,68728
2024-01-03 11:09,Da Tweekaz,Tequila - 15 Years Mix,47751
2024-01-03 11:13,Da Tweekaz,Tequila - 15 Years Mix,83097
2024-01-03 11:14,Tic-Tekk-Toe,Ride Clean,78236
2024-01-03 11:16,hornja,Can't Get Enough,128934
2024-01-03 11:19,G&J,Molto Allegro,189000
2024-01-03 11:23,TEKKNO,meet her at the love parade tekkno,220800
2024-01-03 11:28,prodbyocx,Walking on a Dream,307200
2024-01-03 11:29,HCTM,Sudno (Hctm Techno Edit) - Remix,68571
2024-01-03 11:32,AKUL,Body Moves,172941
2024-01-03 11:39,TIME & GLUE,ACOR HT REWORK - S7ZAL Remix,409600
2024-01-03 11:43,Azulo,False Reality,256111
2024-01-03 11:46,Lumina,Vois Sur Ton Chemin - Techno,174773
2024-01-03 11:47,Tic-Tekk-Toe,Ride Clean,78236
2024-01-03 11:49,hornja,Can't Get Enough,128934
2024-01-03 11:52,G&J,Molto Allegro,189000
2024-01-03 11:54,TEKKNO,meet her at the love parade tekkno,25176
2024-01-03 13:07,TEKKNO,meet her at the love parade tekkno,9206
2024-01-03 13:11,Cryex,APEX - The Brotherhood,277088
2024-01-03 13:15,Showtek,Legends,216152
2024-01-03 13:19,Aftershock,Give Thanks,235360
2024-01-03 13:22,Sickmode,RAVE LOVE,219187
2024-01-03 13:24,Sickmode,MAKE IT RAVE - RAVE LOVE LIVE EDIT,82500
2024-01-03 13:25,Sickmode,RAVE DAMAGE - RAVE LOVE LIVE EDIT,102000
2024-01-03 13:28,Mish,YOU AND I - RAVE LOVE LIVE EDIT,171000
2024-01-03 13:30,Mish,BURNING THE DANCEFLOOR - RAVE LOVE LIVE EDIT,106500
2024-01-03 13:32,Sickmode,ONE AND ONLY - RAVE LOVE LIVE EDIT,147000
2024-01-03 13:36,Sickmode,HATE OR LOVE IT,195000
2024-01-03 13:39,Sickmode,WE BROKE THE DROP,180000
2024-01-03 13:41,Sickmode,DRIVE ME CRAZY,129000
2024-01-03 13:44,Mish,STAY (Move Your Body),168000
2024-01-03 13:46,Sickmode,LET'S F IT UP (LAMBO 2.5),143250
2024-01-03 13:48,Mish,GIVE ME YOUR LOVE!,127406
2024-01-03 13:51,Sickmode,THE MF SICKDROP,151500
2024-01-03 13:52,Sickmode,MADE FOR YOU,86511
2024-01-03 16:21,Sickmode,MADE FOR YOU,12596
2024-01-03 16:22,Tic-Tekk-Toe,Ride Clean,78236
2024-01-03 16:24,hornja,Can't Get Enough,128934
2024-01-03 16:27,G&J,Molto Allegro,189000
2024-01-03 16:31,TEKKNO,meet her at the love parade tekkno,220800
2024-01-03 16:32,prodbyocx,Walking on a Dream,41069
2024-01-03 16:33,prodbyocx,Walking on a Dream,1360
2024-01-03 19:20,prodbyocx,Walking on a Dream,7252
2024-01-03 19:25,Fred again..,Baxter (these are my friends),216520
2024-01-03 19:26,Fred again..,Baxter (these are my friends),27548
2024-01-03 19:29,Fred again..,Eyelar (shutters),210125
2024-01-03 19:32,Fred again..,Chika (scared),168245
2024-01-03 19:44,Fred again..,Marco (and everyone),85559
2024-01-03 20:45,Fred again..,Marco (and everyone),63788
2024-01-03 20:48,Fred again..,Diana (You Don't Even Know),204878
2024-01-03 20:51,Fred again..,Homies (feat. Henry Wu),181022
2024-01-03 20:52,Fred again..,Cmon,0
2024-01-03 20:54,Fred again..,Cmon,27840
2024-01-04 12:08,Fred again..,Cmon,292575
2024-01-04 12:13,Fred again..,Mike (desert island duvet),264097
2024-01-04 12:16,Fred again..,Kahan (last year),216000
2024-01-04 12:21,Fred again..,Lights Out,288348
2024-01-04 12:24,Fred again..,Secret,138286
2024-01-04 14:24,Fred again..,Secret,165825
2024-01-04 14:27,Fred again..,Jungle - Rico Nasty Remix,213133
2024-01-04 14:33,Fred again..,Enough,322499
2024-01-04 14:37,Fred again..,I Saw You,265962
2024-01-04 14:41,Fred again..,Radio,244676
2024-01-04 14:46,Fred again..,Delilah (pull me out of this),250702
2024-01-04 14:49,Fred again..,leavemealone,222784
2024-01-04 14:52,Fred again..,ten,181545
2024-01-04 14:56,Fred again..,adore u,220653
2024-01-04 15:01,Fred again..,Marea (we’ve lost dancing),285375
2024-01-04 15:04,Fred again..,Danielle (smile on my face),201230
2024-01-04 15:07,Skrillex,Rumble,146571
2024-01-04 15:10,Fred again..,Jungle,198805
2024-01-04 15:13,Fred again..,Kyle (i found you),196071
2024-01-04 15:16,Fred again..,Hannah (the sun),196796
2024-01-04 15:21,Swedish House Mafia,Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix,253433
2024-01-04 15:24,Fred again..,Billie (loving arms),217265
2024-01-04 15:28,Fred again..,Dermot (see yourself in my eyes),228858
2024-01-04 15:33,Fred again..,Turn On The Lights again.. (feat. Future),267946
2024-01-04 15:36,Fred again..,Bleu (better with time),196965
2024-01-04 15:41,Fred again..,Baby again..,319963
2024-01-04 15:45,Fred again..,Tate (how i feel),222250
2024-01-04 15:48,Fred again..,Me (heavy),183230
2024-01-04 15:53,Fred again..,Clara (the night is dark),278400
2024-01-04 15:56,Fred again..,Jessie (i miss you),197748
2024-01-04 15:57,Fred again..,Tayla (every night),65500
2024-01-04 16:00,Fred again..,Yasminah (see your face again),184714
2024-01-04 16:04,Fred again..,Kammy (like i do),238829
2024-01-04 16:08,Romy,Strong,234053
2024-01-04 16:12,Fred again..,Roze (forgive),229000
2024-01-04 18:21,Fred again..,Sabrina (i am a party),176889
2024-01-04 18:21,Fred again..,Delilah (pull me out of this),2300
2024-01-04 18:26,Fred again..,I Saw You,265962
2024-01-04 18:29,Fred again..,Kyle (i found you),196071
2024-01-04 18:33,Fred again..,Faisal (envelops me),250290
2024-01-04 18:39,Fred again..,Enough,322499
2024-01-04 18:42,Fred again..,adore u,220653
2024-01-04 18:46,Fred again..,Kelly (end of a nightmare),257272
2024-01-04 18:49,Fred again..,Homies (feat. Henry Wu),181022
2024-01-04 18:51,Fred again..,Tayla (every night),65500
2024-01-04 18:54,Romy,Strong,234053
2024-01-04 18:58,Fred again..,Bleu (better with time),196965
2024-01-04 19:03,Fred again..,Baby again..,319963
2024-01-04 19:05,Fred again..,Marco (and everyone),149309
2024-01-04 19:09,Fred again..,Yasminah (see your face again),184714
2024-01-04 19:13,Fred again..,Marea (we’ve lost dancing),285375
2024-01-04 19:18,Fred again..,Turn On The Lights again.. (feat. Future),267946
2024-01-04 19:21,Fred again..,Danielle (smile on my face),201230
2024-01-04 19:25,Fred again..,Radio,244676
2024-01-04 19:27,Skrillex,Rumble,146571
2024-01-04 19:30,Fred again..,Chika (scared),168245
2024-01-04 23:46,Fred again..,Secret,222056
2024-01-05 12:07,Fraw,FIRE & ICE,209066
2024-01-05 12:13,AZ tronaut,Back Around,244653
2024-01-05 12:15,mame.,leap of faith,123000
2024-01-05 12:18,Steve Aoki,Mirror Mirror (Showtek 360 Blue Edit),187132
2024-01-05 12:22,Coone,Nothing To Lose,211200
2024-01-05 12:23,Skrizzly Adams,West Virginia and these Cigarettes - Live,70748
2024-01-05 12:25,Jayron,Vaultek,96677
2024-01-05 12:25,Dutch Hour,Sturmfrei - NeuroBeatz Remix,11762
2024-01-05 13:01,SWORRA,HAPPY NEW YEARS,16014
2024-01-05 13:01,Solveno,The Night of Our Sins,159476
2024-01-05 13:02,BLVCK CROWZ,Utte Utte Utte,54023
2024-01-05 13:03,Vibe Chemistry,Loca - Document One Remix,58276
2024-01-05 13:05,RVAGE,Drop That,136526
2024-01-05 13:09,DJ Smellhodet,In Love with You,178758
2024-01-05 13:12,Nick Schilder,Realize - AVAION Remix,190153
2024-01-05 13:15,Don Diablo,Only God Knows,200869
2024-01-05 13:24,NUEKI,GAME BOY,1937
2024-01-05 13:24,The Dark Horror,GET DOWN,18911
2024-01-05 13:27,Da Tweekaz,Norwegian Lullaby - 15 Years Mix,165016
2024-01-05 13:29,TURBORAVE,HALF A MAN - HYPERTECHNO SPED UP,101564
2024-01-05 13:32,Hyperverb,When I Saw You Again,176000
2024-01-05 13:34,Mike Candys,La Serenissima - Techno Mix,144790
2024-01-05 13:36,FAST BASSTON,NEVER LOSE ME - TECHNO SPED UP,127817
2024-01-05 13:38,HCTM,ELESD,116580
2024-01-05 13:40,DRS,FCKN W MY GANG ?! - Official FCKNYE Anthem,146143
2024-01-05 13:42,POSEIDON,МОЯ ДУША - HARDSTYLE,92798
2024-01-05 13:42,Juice WRLD,Lace It (with Eminem & benny blanco),2467
2024-01-05 13:45,Alan Walker,"Better Off (Alone, Pt. III) - Timmy Trumpet Remix",162979
2024-01-05 13:48,GPF,All I Want For Christmas (Is Fark),172320
2024-01-05 13:48,zackLL,wild gem,46796
2024-01-05 14:21,Neverlution,STFU,189725
2024-01-05 14:25,Didi Early Rave,BRING IT - Live,260713
2024-01-05 14:27,DJ Roma,Aserejé (The Ketchup Song),145789
2024-01-05 14:33,DJ Jappo,Bring It Fine,322899
2024-01-05 14:35,Inner Rage,Mexican Mario - Radio Edit,126000
2024-01-05 14:38,Jackro,Give In To Me,177402
2024-01-05 14:41,JŪLĪ,Maneater,194253
2024-01-05 15:33,SANTØS,Absolute destruction,360109
2024-01-05 15:49,Treachery,Haunting Me,198315
2024-01-05 15:51,Hard Lights,All I Ever Wanted,130700
2024-01-05 15:53,Polsas,Bloody Mary x Dom Dom Yes Yes,126995
2024-01-05 15:56,Potato,Bring the Noize,139609
2024-01-05 16:00,6EJOU,Can You Feel My Heart,284903
2024-01-05 16:03,Kishu Kenny,Better Off Alone - TECHNO,128909
2024-01-05 16:06,TerrorClown,Bassterror,221347
2024-01-05 16:25,Flout Mania,Money,224000
2024-01-05 18:01,Skrillex,Rumble,2332
2024-01-05 18:01,Fred again..,ten,2805
2024-01-05 18:01,Fred again..,Delilah (pull me out of this),1880
2024-01-05 18:01,Flout Mania,Money,6942
2024-01-05 18:05,Fred again..,Billie (loving arms),203095
2024-01-05 18:06,Fred again..,Bleu (better with time),44875
2024-01-05 18:07,Fred again..,Follow,99872
2024-01-05 18:11,Fred again..,Danielle (smile on my face),201230
2024-01-05 18:14,Fred again..,Jungle,198805
2024-01-05 18:18,Fred again..,Kammy (like i do),238829
2024-01-05 18:22,Fred again..,Roze (forgive),229000
2024-01-05 18:25,Fred again..,Dermot (see yourself in my eyes),228858
2024-01-05 18:28,Fred again..,Homies (feat. Henry Wu),181022
2024-01-05 18:32,Romy,Strong,234053
2024-01-05 18:35,Fred again..,Nathan (still breathing),163996
2024-01-05 18:38,Fred again..,Yasminah (see your face again),184714
2024-01-05 18:43,Fred again..,Clara (the night is dark),278400
2024-01-05 18:45,Fred again..,Marco (and everyone),149309
2024-01-05 18:49,Fred again..,Delilah (pull me out of this),250702
2024-01-05 18:53,Fred again..,Tate (how i feel),222250
2024-01-05 18:58,Fred again..,Lights Out,288348
2024-01-05 19:02,Swedish House Mafia,Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix,253433
2024-01-05 19:08,Fred again..,Secret,304111
2024-01-05 19:11,Fred again..,Marea (we’ve lost dancing),178337
2024-01-05 19:18,Fred again..,Marea (we’ve lost dancing),107044
2024-01-05 19:24,Fred again..,Cmon,320533
2024-01-05 19:38,Fred again..,Turn On The Lights again.. (feat. Future),86262
2024-01-07 20:07,Fred again..,Turn On The Lights again.. (feat. Future),92726
2024-01-07 20:10,Fraw,FIRE & ICE,209066
2024-01-07 20:15,Cryex,APEX - The Brotherhood,277088
2024-01-07 20:19,Showtek,Legends,216152
2024-01-07 20:29,Aftershock,Give Thanks,163052
2024-01-08 08:18,Aftershock,Give Thanks,72354
2024-01-08 08:22,Sickmode,RAVE LOVE,219187
2024-01-08 08:23,Sickmode,MAKE IT RAVE - RAVE LOVE LIVE EDIT,82500
2024-01-08 08:25,Sickmode,RAVE DAMAGE - RAVE LOVE LIVE EDIT,102000
2024-01-08 08:27,Mish,YOU AND I - RAVE LOVE LIVE EDIT,171000
2024-01-08 08:29,Mish,BURNING THE DANCEFLOOR - RAVE LOVE LIVE EDIT,96473
2024-01-08 08:35,KAMI,Turn The Beat Around,365460
2024-01-08 08:41,DNNS,Finish The Mission,328651
2024-01-08 08:44,FoxTune,YOU MAKE ME FEEL ALIVE,210008
2024-01-08 08:46,Tekkno Vision,Can't Stop Playing - Hypertechno,136000
2024-01-08 08:49,BananaCar,strangers tekkno,183018
2024-01-08 08:52,Isabel LaRosa,eyes don't lie - Valexus Remix,145020
2024-01-08 08:53,HARD DEMON,HIT THE ROAD JACK - HARDSTYLE,99750
2024-01-08 08:57,Rogue Zero,Free Fall,234000
2024-01-08 09:00,Suspect,Ultimate Reality,179250
2024-01-08 09:01,NineTed,Feet Down,23864
2024-01-08 09:04,Refuzion,Sun Rising,205624
2024-01-08 09:06,Noob_Memeus,Noche,92800
2024-01-08 09:10,Juju Rush,Catching Fire - Crypton Remix,245052
2024-01-08 09:13,HIGHTKK,Karin Ritter Modus,176076
2024-01-08 09:15,Suae,We Are (One Piece) - Radio Edit,135955
2024-01-08 09:18,Gammer,Take It Down,135272
2024-01-08 09:19,Tommyknocker,Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,96360
2024-01-08 09:21,Discole,I Wanna Be Yours (Techno),120120
2024-01-08 09:25,Hickz,Fight the Feeling,235200
2024-01-08 09:29,System of Fury,Masters of the Shadows,246555
2024-01-08 09:37,Maeva Carter,Follow,205279
2024-01-08 09:38,DJ Delirium,Drop Da Beat,84014
2024-01-08 09:43,Akucum,Plusher,136637
2024-01-08 09:49,Gostwork,Illusion of Trust,328662
2024-01-08 09:54,Gabbaheads,I'm A Thunderdome Baby,300675
2024-01-08 09:57,Venko,Counting Stars (Hardstyle),222003
2024-01-08 10:01,ZEARØ,the one,210364
2024-01-08 10:04,Heartless,Insomnia,177729
2024-01-08 10:07,Zentryc,LEVITATION,212129
2024-01-08 10:19,LS41,Mover,80998
2024-01-08 11:08,LS41,Mover,186857
2024-01-08 11:11,Isabel LaRosa,eyes don't lie - Valexus Remix,145020
2024-01-08 11:13,HARD DEMON,HIT THE ROAD JACK - HARDSTYLE,99750
2024-01-08 11:17,Rogue Zero,Free Fall,234000
2024-01-08 11:20,Suspect,Ultimate Reality,179250
2024-01-08 11:22,NineTed,Feet Down,84744
2024-01-08 11:22,Noob_Memeus,Noche,9703
2024-01-08 11:22,Refuzion,Sun Rising,1446
2024-01-08 11:27,Fred again..,Delilah (pull me out of this),250702
2024-01-08 11:31,Fred again..,Dermot (see yourself in my eyes),228858
2024-01-08 11:35,Romy,Strong,234053
2024-01-08 11:38,Fred again..,leavemealone,222784
2024-01-08 11:53,Fred again..,Kammy (like i do),219520
2024-01-08 16:12,Fred again..,Kammy (like i do),19348
2024-01-08 16:14,Fred again..,Marco (and everyone),149309
2024-01-08 16:19,Fred again..,Secret,304111
2024-01-08 16:25,Fred again..,Marea (we’ve lost dancing),285375
2024-01-08 16:28,Fred again..,Eyelar (shutters),210125
2024-01-08 16:32,Fred again..,Danielle (smile on my face),201230
2024-01-08 16:33,Fred again..,Follow,99872
2024-01-08 16:38,Fred again..,Faisal (envelops me),250291
2024-01-08 16:41,Fred again..,Sabrina (i am a party),199062
2024-01-08 16:44,Fred again..,Me (heavy),183230
2024-01-08 16:48,Fred again..,Diana (You Don't Even Know),204878
2024-01-08 16:51,Fred again..,Jungle,198805
2024-01-08 17:03,Skrillex,Rumble,102157
2024-01-08 18:14,Skrillex,Rumble,2790
2024-01-08 18:15,Fred again..,Tayla (every night),65500
2024-01-08 18:19,Fred again..,Hannah (the sun),196796
2024-01-08 18:23,Fred again..,Mike (desert island duvet),264097
2024-01-08 18:28,Fred again..,Baby again..,319963
2024-01-08 18:32,Fred again..,Jessie (i miss you),197748
2024-01-08 18:32,Swedish House Mafia,Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix,6505
2024-01-08 18:32,Fred again..,Turn On The Lights again.. (feat. Future),3128
2024-01-08 18:36,Fred again..,adore u,220653
2024-01-08 18:39,Fred again..,Bleu (better with time),196965
2024-01-08 18:44,Fred again..,Lights Out,288348
2024-01-08 18:47,Fred again..,Homies (feat. Henry Wu),181022
2024-01-08 18:48,Fred again..,Roze (forgive),87992
2024-01-08 18:53,Fred again..,Tate (how i feel),222250
2024-01-08 19:06,Fred again..,Baxter (these are my friends),211349
2024-01-08 20:36,Fred again..,Baxter (these are my friends),32727
2024-01-08 20:39,Fred again..,Nathan (still breathing),163996
2024-01-08 20:39,Fred again..,Jungle - Rico Nasty Remix,37301
2024-01-08 20:42,Fred again..,Jungle - Rico Nasty Remix,178021
2024-01-08 20:48,Fred again..,Cmon,320533
2024-01-08 20:51,Fred again..,Kyle (i found you),196071
